Date,Country,Avg_Tone,Avg_Stability,Total_Mentions,Panic_Index
20190706,US,-3.119334173148139,0.0341140529531568,20977,0.1028513238289205
20190707,IN,-2.4167610059774995,0.2258928571428572,1962,0.0803571428571428
20190707,US,-2.912986270029286,0.2701453104359308,17116,0.1030383091149273
20190708,IN,-3.260091682960764,-0.0505050505050503,3609,0.1313131313131313
20190708,US,-3.170926819183246,0.3241048593350384,34083,0.0920716112531969
20190709,IN,-2.637462757110862,0.1995169082125603,4144,0.0917874396135265
20190709,US,-2.6759566158770163,0.0378755364806867,38394,0.111587982832618
20190710,US,-3.0733881682431905,-0.1402939685757729,41900,0.1054232133806386
20190710,IN,-2.2812643604413028,0.8889908256880735,4126,0.0825688073394495
20190711,IN,-2.9419462605602305,-0.2762295081967212,5415,0.1065573770491803
20190711,US,-3.1096854881734006,-0.1090099009900989,45935,0.0925742574257425
20190712,IN,-2.4418192973364965,0.1523809523809523,4668,0.0952380952380952
20190712,US,-3.129347852353219,0.4495823389021478,33271,0.0799522673031026
20190713,IN,-2.621736763216373,0.5448275862068964,2763,0.096551724137931
20190713,US,-3.325634524268684,-0.0294772922022279,24971,0.0968294772922022
20190714,IN,-2.7975240951340368,0.5335714285714283,2500,0.0785714285714285
20190714,US,-2.611496496866673,0.1124217118997911,19258,0.0887265135699373
20190715,IN,-2.2784702755447466,0.6539999999999998,3863,0.075
20190715,US,-3.18309256168191,0.0858237547892719,32537,0.1111111111111111
20190716,US,-3.267468274382821,-0.0051875868457619,46831,0.1065308012968967
20190716,IN,-2.779782208140756,0.8510460251046024,4734,0.0418410041841004
20190717,US,-3.1857306134173315,0.1444891796678408,44001,0.0986411675893306
20190717,IN,-3.008001890824985,-0.6113138686131385,5153,0.1094890510948905
20190718,US,-3.351347971765185,0.0120758483033932,43837,0.1037924151696606
20190718,IN,-2.2990538234763678,0.3827102803738315,4033,0.0700934579439252
20190719,IN,-3.584761149961171,-0.0948275862068965,4484,0.0862068965517241
20190719,US,-3.138273379348599,-0.1052319309600862,40993,0.1019417475728155
20190720,IN,-2.9258163040469145,0.0857923497267759,3824,0.0710382513661202
20190720,US,-2.605882370646217,0.1790502793296089,25240,0.0921787709497206
20190721,US,-2.547326701480318,-0.4752777777777778,13406,0.1361111111111111
20190721,IN,-2.5845216199032555,0.5825301204819276,3170,0.0843373493975903
20190722,IN,-2.092203738212496,0.8695402298850574,3347,0.0689655172413793
20190722,US,-2.9477464056508134,0.2134036144578311,27965,0.1046686746987951
20190723,US,-2.944723854734085,0.0344888366627496,37228,0.1010575793184488
20190723,IN,-2.4241835891648407,0.2520446096654276,5512,0.0743494423791821
20190724,IN,-2.504431638201026,-0.1516981132075472,5308,0.0641509433962264
20190724,US,-3.019471849081858,0.0892456676860346,44130,0.0851172273190621
20190725,US,-3.223306470037932,-0.0185124864277958,38422,0.1053203040173724
20190725,IN,-1.862500731204625,0.6211864406779662,4596,0.0720338983050847
20190726,US,-2.7982689790279114,0.2577358490566036,34166,0.090566037735849
20190726,IN,-2.235454834419736,0.5922077922077925,5012,0.0735930735930736
20190727,US,-2.885570358865015,0.1489463601532567,22631,0.10727969348659
20190727,IN,-2.323548066499252,0.882442748091603,2383,0.0687022900763358
20190728,US,-2.964830309459352,-0.4948717948717948,17592,0.1611721611721611
20190728,IN,-2.246182008067344,0.0596026490066224,2743,0.119205298013245
20190729,IN,-3.1580363468192747,-0.3926605504587154,4203,0.1238532110091743
20190729,US,-3.045940553205849,-0.063986013986014,30099,0.1328671328671328
20190730,US,-3.0333630073902147,-0.1404150197628457,42470,0.1329051383399209
20190730,IN,-2.6210532129603994,-0.1928301886792452,4939,0.120754716981132
20190731,IN,-2.7887829004632168,0.1690763052208835,5159,0.0843373493975903
20190731,US,-3.209072699445697,0.0061826697892271,48684,0.1180327868852459
20190801,US,-2.8042342461767955,0.16108422071636,45937,0.1098741529525653
20190801,IN,-2.969980813071771,-0.8202531645569616,4394,0.1265822784810126
20190802,IN,-2.8025375369406853,-0.5697916666666668,3855,0.1145833333333333
20190802,US,-3.3937324213140063,-0.2291146116241173,40053,0.1271048343291689
20190803,US,-3.6812936067748576,-0.7262510974539068,25147,0.1782265144863915
20190803,IN,-2.322498424012565,0.2527918781725889,3824,0.0964467005076142
20190804,US,-4.567610095365894,-1.0192629815745389,28831,0.2244556113902847
20190804,IN,-2.813626356018499,0.3267441860465114,2935,0.0872093023255814
20190805,US,-4.158205369715983,-0.5666056166056163,35618,0.1703296703296703
20190805,IN,-2.7599416285360845,0.0973684210526315,4958,0.1015037593984962
20190806,US,-3.883007827113226,-0.4046588235294115,44169,0.1543529411764705
20190806,IN,-2.51708243886328,0.267037037037037,5449,0.0703703703703703
20190807,IN,-2.494243444075944,-0.2589211618257261,4884,0.0705394190871369
20190807,US,-3.267762279470747,-0.1268554687499999,43593,0.13525390625
20190808,IN,-2.605352834698881,-0.1317567567567566,5583,0.0979729729729729
20190808,US,-3.26600036600572,-0.1634282807731433,41292,0.1276703967446592
20190809,IN,-2.4764313941550378,0.0046332046332045,5487,0.081081081081081
20190809,US,-3.1777818250071217,-0.292079713847726,41505,0.1313234542667348
20190810,IN,-2.477608811869292,1.3466666666666662,4491,0.0355555555555555
20190810,US,-3.7569969508329986,-0.7772142316426951,27569,0.1566994700984102
20190811,IN,-1.7270462379437257,0.6766666666666667,3352,0.05
20190811,US,-3.3240472781425083,-0.7835748792270532,15978,0.1557971014492753
20190812,US,-3.127584441231324,0.0648120300751879,26655,0.1105263157894736
20190812,IN,-1.8112243219557127,-0.260344827586207,4458,0.1293103448275862
20190813,US,-3.1698689773325635,-0.2916813122437025,36372,0.1294669009958992
20190813,IN,-2.4755511562815253,0.6143478260869567,4497,0.0913043478260869
20190814,US,-3.364299110007152,-0.2328033916269212,41150,0.1293057763645998
20190814,IN,-2.278132990907874,0.0698630136986301,5532,0.1027397260273972
20190815,IN,-0.7824199716225184,0.7344660194174755,4042,0.0631067961165048
20190815,US,-3.5681554853555366,-0.2341234840132304,38853,0.1460859977949283
20190816,IN,-1.802010019489972,0.6295373665480428,5250,0.0889679715302491
20190816,US,-3.144959217983169,-0.2099585062240663,36503,0.1132187314759928
20190817,US,-2.997528797793919,-0.0300527240773286,25002,0.1221441124780316
20190817,IN,-2.6503461686251124,-0.1747524752475246,3863,0.1237623762376237
20190818,IN,-2.849027076858087,-0.43013698630137,2764,0.136986301369863
20190818,US,-3.221872177327524,-0.0146163215590743,16784,0.1120584652862362
20190819,IN,-2.8630617244014,0.6499999999999998,4843,0.1062992125984252
20190819,US,-2.603937259597488,0.0970461095100864,29040,0.1123919308357348
20190820,IN,-3.0406731332529686,0.0345890410958903,6271,0.0890410958904109
20190820,US,-2.9186639170607576,-0.00816085156712,34193,0.1094027202838557
20190821,US,-2.866676775751616,0.1625312656328163,42980,0.0955477738869434
20190821,IN,-2.459459288605061,0.3891891891891893,4972,0.0965250965250965
20190822,IN,-2.4034678806229848,0.5524163568773233,5085,0.0669144981412639
20190822,US,-3.0225248180853064,-0.1518321826872012,39512,0.1157727031332979
20190823,US,-3.0837552904438588,0.1392517814726841,33822,0.097980997624703
20190823,IN,-2.5080936082582226,0.415810276679842,4611,0.067193675889328
20190824,US,-2.883043749215473,0.221912013536379,25999,0.1057529610829103
20190824,IN,-1.9163799801334147,0.4445086705202312,3061,0.0635838150289017
20190825,US,-2.8015314080043616,-0.1210884353741496,18780,0.1247165532879818
20190825,IN,-2.5170984109612125,0.0795620437956204,2524,0.0802919708029197
20190826,IN,-2.299966585540292,0.3566666666666666,3293,0.1222222222222222
20190826,US,-2.867853227686863,0.1907420494699645,30425,0.1024734982332155
20190827,US,-3.039609659189232,0.0444701795020266,36322,0.1129125651418645
20190827,IN,-2.335675747384008,1.0671755725190846,5051,0.0458015267175572
20190828,IN,-2.0005905054783693,0.7778801843317977,4475,0.064516129032258
20190828,US,-2.875254641036713,0.0676190476190476,39119,0.1089947089947089
20190829,US,-2.6629111036448867,0.3628995433789957,37281,0.0776255707762557
20190829,IN,-1.480721497356131,0.5892376681614345,4231,0.0896860986547085
20190830,IN,-2.4560383566937087,0.4185483870967739,4861,0.0564516129032258
20190830,US,-3.12075011220436,-0.0176433522369251,33585,0.1102709514807813
20190831,US,-3.51788354622867,-0.3204139228598305,22397,0.1448730009407337
20190831,IN,-2.5919778890450367,0.1412935323383083,3644,0.0845771144278607
20190901,IN,-2.4896308876576687,0.2939024390243902,3105,0.0609756097560975
20190901,US,-3.9775172299194654,-1.217350157728706,19270,0.2166140904311251
20190902,IN,-1.7425182871599048,0.3431279620853082,4199,0.0521327014218009
20190902,US,-2.992922788617084,-0.2789575289575291,21559,0.1418918918918918
20190903,US,-2.7548045151824674,0.0222150259067357,31511,0.1159326424870466
20190903,IN,-2.4289444149942443,-0.4052173913043475,4844,0.108695652173913
20190904,US,-2.967302078154197,0.2661053775122218,40546,0.0945138511678435
20190904,IN,-2.4344959285329555,0.6703296703296701,5373,0.0512820512820512
20190905,IN,-1.6312456452093615,0.2960176991150442,4606,0.0663716814159292
20190905,US,-2.81522091550636,0.2226729069162767,41794,0.094123764950598
20190906,US,-2.830884796057161,0.4212814645308923,38228,0.0869565217391304
20190906,IN,-2.3324853395076546,0.3129629629629628,4104,0.0277777777777777
20190907,IN,-2.2880627362680857,0.20625,3063,0.0875
20190907,US,-2.692048475572832,0.3663751214771622,20647,0.086491739552964
20190908,US,-2.3846738424804843,0.6081453634085214,15360,0.0839598997493734
20190908,IN,-1.877354770556338,1.031372549019608,1916,0.0686274509803921
