Date,Country,Avg_Tone,Avg_Stability,Total_Mentions,Panic_Index
20190610,IN,-3.6950155116684953,-0.5691358024691355,4953,0.139917695473251
20190610,US,-2.273713724713786,0.056740837696335,32239,0.1197643979057591
20190611,IN,-3.053216763121288,-0.169633507853403,3702,0.1256544502617801
20190611,US,-2.5764904186510167,0.5244702320887991,43807,0.0827447023208879
20190612,IN,-2.5748024661404085,-0.9968468468468464,4887,0.1756756756756756
20190612,US,-2.75812010597816,0.4624216111915096,44569,0.0834539315002411
20190613,US,-3.269976792357348,0.0182701202590194,48029,0.1008325624421831
20190613,IN,-2.036270657335973,0.4442211055276382,3773,0.135678391959799
20190614,US,-3.022699684274119,0.3071012188659249,38816,0.1017488076311605
20190614,IN,-2.814119718376992,-0.1805343511450383,5589,0.1183206106870229
20190615,IN,-2.180097403473493,0.98046511627907,4260,0.0604651162790697
20190615,US,-2.8015437260546974,0.036697247706422,23202,0.1165137614678899
20190616,US,-2.504683095215892,0.3450066577896137,15573,0.099866844207723
20190616,IN,-2.065117503430524,1.3980645161290317,2914,0.0580645161290322
20190617,IN,-3.1220602618636337,0.2754098360655737,5253,0.1311475409836065
20190617,US,-2.8029661622068502,0.1076506431956669,30969,0.1117129316181448
20190618,US,-3.274730364053225,-0.0201485148514851,46165,0.099009900990099
20190618,IN,-2.6376516632006464,-0.4854625550660796,4732,0.1674008810572687
20190619,IN,-1.7389696143402789,0.7958506224066386,4691,0.0497925311203319
20190619,US,-1.9895569064827063,0.6779273216689103,47812,0.0722296994167788
20190620,IN,-2.615133495383515,0.0561338289962825,5275,0.104089219330855
20190620,US,-2.9529217447963125,-0.1533228676085818,42546,0.1240188383045525
20190621,US,-3.119861605255358,-0.1062530295685894,44943,0.1250605913717886
20190621,IN,-1.9789760715334632,0.5045643153526974,4919,0.0829875518672199
20190622,US,-3.1691229796919567,-0.2245775729646697,29672,0.1259600614439324
20190622,IN,-2.2016115411339405,0.4917647058823529,3456,0.1058823529411764
20190623,US,-2.915781274915592,-0.3808668076109936,19785,0.1501057082452431
20190623,IN,-3.5375785567564257,0.0972789115646259,2680,0.0952380952380952
20190624,US,-3.300834353875614,0.151024327784891,34324,0.1197183098591549
20190624,IN,-2.769231827976476,-0.1584821428571429,4399,0.1071428571428571
20190625,IN,-2.606537121386397,0.2472361809045226,4291,0.0904522613065326
20190625,US,-2.890065605785604,0.2670112359550562,47819,0.1002247191011236
20190626,US,-3.1927485064815566,0.2147587511825923,46672,0.0998107852412488
20190626,IN,-2.3669598214741367,0.0984848484848485,5092,0.1363636363636363
20190627,IN,-2.5417696650337973,0.7996015936254977,5213,0.1035856573705179
20190627,US,-3.2764103368962267,0.001183151916706,51247,0.1003312825366777
20190628,US,-3.216214548942248,-0.0747791519434629,55112,0.1033568904593639
20190628,IN,-2.3226257447732976,0.5913419913419913,4912,0.1125541125541125
20190629,IN,-3.104814170097036,-0.5054545454545452,3012,0.1454545454545454
20190629,US,-2.8137200788786005,0.2790281329923272,22823,0.1048593350383631
20190630,IN,-2.284318207700508,0.3368055555555555,2812,0.1041666666666666
20190630,US,-2.2646660334956183,0.3623024830699771,18193,0.1027088036117381
20190701,IN,-2.5843911906964103,0.1724137931034483,4030,0.1034482758620689
20190701,US,-2.5572216360084394,0.3019417475728158,29687,0.1019417475728155
20190702,US,-3.046348000237004,0.1185555555555555,37257,0.1161111111111111
20190702,IN,-2.096341605326049,0.198139534883721,4057,0.0744186046511627
20190703,IN,-2.3893385843236645,0.2377104377104376,5572,0.0909090909090909
20190703,US,-3.2306268366414232,-0.261598339387649,41486,0.1162428645563051
20190704,IN,-2.3634380676913684,0.477560975609756,3861,0.0926829268292682
20190704,US,-2.5367352871055977,0.1915515840779854,25549,0.0917952883834281
20190705,IN,-1.6591454245251136,1.071641791044776,4041,0.0696517412935323
20190705,US,-2.2462073160686487,0.1181391712275215,27143,0.0969507427677873
20190706,IN,-2.0189225411555,0.5544776119402984,2396,0.0597014925373134
