Date,USA_Avg_Goldstein,USA_Event_Count,India_Avg_Goldstein,India_Event_Count,Combined_Simple_Avg,Combined_Weighted_Avg,Combined_Product,Combined_Geometric_Mean,USA_India_Sentiment_Diff,USD_to_INR,Exchange_Rate_Change,Exchange_Rate_Change_Abs
2025-07-28,0.703826572063045,36926.0,0.2339907192575405,1724.0,0.4689086456602928,0.6828693402328591,0.1646888858296011,0.4058187844711,0.4698358528055044,86.7,0.2196277886949538,0.1899999999999977
2025-07-29,0.5152359130647566,44953.0,0.2339907192575405,1724.0,0.3746133161611485,0.5048482121815884,0.120560421885338,0.3472181186017487,0.281245193807216,86.85,0.1730103806228289,0.1499999999999914
2025-07-30,0.5476685563667553,47803.0,0.2339907192575405,1724.0,0.3908296378121479,0.5367496517051306,0.1281493594189959,0.3579795516771816,0.3136778371092147,87.49,0.7369027058146127,0.6400000000000006
2025-07-31,0.6177649958915366,48680.0,0.2339907192575405,1724.0,0.4258778575745385,0.6046385207523213,0.1445512757207922,0.3801989948971357,0.383774276633996,87.63,0.1600182878043199,0.1400000000000005
2025-08-01,0.5322558265989162,53333.0,0.2339907192575405,1724.0,0.3831232729282284,0.5229162504313711,0.1245429236948972,0.3529063950892604,0.2982651073413757,87.5,-0.148351021339721,-0.1299999999999954
2025-08-04,0.5206430467522617,36918.0,0.2339907192575405,1724.0,0.3773168830049011,0.5078541483360075,0.121825640985999,0.3490353004869264,0.2866523274947211,87.65,0.1714285714285779,0.1500000000000056
2025-08-05,0.5360314940358706,46612.0,0.2339907192575405,1724.0,0.3850111066467055,0.5252586064217147,0.1254263948341474,0.3541558905823076,0.30204077477833,87.78,0.1483171705647379,0.1299999999999954
2025-08-06,0.4846993133927866,50684.0,0.2339907192575405,1724.0,0.3593450163251636,0.4764520683865058,0.1134151409644142,0.3367716451312583,0.250708594135246,87.72,-0.0683526999316508,-0.0600000000000022
2025-08-07,0.5622316003360491,51183.0,0.2339907192575405,1724.0,0.3981111597967948,0.5515357136106754,0.1315569765519502,0.3627078391101441,0.3282408810785086,87.49,-0.2621979024167831,-0.2300000000000039
2025-08-08,0.5349767274615953,50059.0,0.2339907192575405,1724.0,0.3844837233595679,0.5249560666628044,0.1251795892447839,0.3538072769811044,0.3009860082040547,87.62,0.1485884101040335,0.1300000000000096
2025-08-11,0.5157492467112516,40821.0,0.2339907192575405,1724.0,0.374869982984396,0.5043318838876484,0.1206805371945005,0.3473910436302302,0.281758527453711,87.74,0.1369550330974522,0.1199999999999903
2025-08-12,0.421225059528697,48716.0,0.2339907192575405,1724.0,0.3276078893931188,0.4148255352894529,0.0985627546484201,0.3139470570787695,0.1872343402711564,87.7,-0.0455892409391256,-0.039999999999992
2025-08-13,0.6045833656606409,51556.0,0.2339907192575405,1724.0,0.4192870424590907,0.592591966966967,0.141466896582078,0.3761208536921052,0.3705926464031003,87.45,-0.2850627137970352,-0.25
2025-08-14,0.5507208464132077,51606.0,0.2339907192575405,1724.0,0.3923557828353741,0.54048190511907,0.128863566962348,0.3589757191821586,0.3167301271556672,87.57,0.1372212692967389,0.1199999999999903
2025-08-15,0.7102067285018079,50888.0,0.2339907192575405,1724.0,0.4720987238796742,0.694601991941002,0.1661817832236828,0.4076539993961581,0.4762160092442673,87.46,-0.1256137946785473,-0.1099999999999994
2025-08-18,0.8329437266235974,47056.0,0.2339907192575405,1724.0,0.533467222940569,0.8117753177531776,0.1949011016937118,0.4414760488335826,0.5989530073660568,87.38,-0.0914703864623778,-0.0799999999999983
2025-08-19,0.7672874433244651,53374.0,0.2339907192575405,1724.0,0.5006390812910029,0.7506007477585394,0.1795381407407709,0.423719412749488,0.5332967240669245,87.09,-0.3318837262531349,-0.289999999999992
2025-08-20,0.5550625623704614,52108.0,0.2339907192575405,1724.0,0.3945266408140009,0.544780056471987,0.1298794882019977,0.360387969002848,0.3210718431129208,87.06,-0.0344471236651711,-0.0300000000000011
