Date,GoldsteinScale_mean,GoldsteinScale_std,Event_count,AvgTone_mean,AvgTone_std,Total_mentions,Total_articles,USD_to_INR
2025-07-29,0.1909868054265006,4.619623829212914,5381,-2.7352371189781395,4.013216707486194,27290,26789,86.85
2025-07-30,0.4638225934765314,4.574452485491979,5028,-2.4403746202185044,3.712101505540577,26122,25678,87.49
2025-07-31,0.793717277486911,4.381030169786054,5730,-2.4149222170316125,4.048900550118951,29264,28841,87.63
2025-08-01,0.7762731044888722,4.292369946531207,5302,-2.080671483847334,4.048057086289289,27886,27475,87.5
2025-08-04,0.7526529108327192,4.382327353641307,5428,-1.879072278299949,3.722309351513461,27595,26976,87.65
2025-08-05,0.732567520168362,4.314788621007475,5702,-1.598383971808884,3.566302294337446,28394,27984,87.78
2025-08-06,0.9327608982826948,4.319150990022556,6056,-1.6477247563562216,3.6177019482804686,29783,29394,87.72
2025-08-07,0.9720426579163248,4.263491223402443,6095,-1.9296216446828167,3.552956083183799,31050,30487,87.49
2025-08-08,0.9652645635119343,4.193577280790361,5991,-1.857449861056072,3.614444561102702,29535,28980,87.62
2025-08-11,0.2524091627172196,4.486663596567119,5064,-2.2460276576086957,3.8350460868696072,27340,26861,87.74
2025-08-12,0.5877842510806239,4.389285612834697,5321,-1.810824846375716,3.854245970960984,28029,27526,87.7
2025-08-13,0.5493639720968404,4.375134556362133,4874,-1.8316393383277811,4.061196587299073,26174,25767,87.45
2025-08-14,0.4744932771422838,4.607846102425527,4983,-1.860804249782974,4.046692754825729,26004,25700,87.57
2025-08-15,0.9824618463847886,4.1930808567125,3997,-0.051368450993021,4.340513817438985,21406,21046,87.46
2025-08-18,0.9876034648700674,3.966979650051573,5195,-1.204331493780079,3.93643058757058,27022,26665,87.38
2025-08-19,1.3335665558859542,4.1698501419205805,5717,-0.7858840299585108,3.572436543478963,29925,29397,87.09
2025-08-20,0.4076728651381116,4.420254113202721,5539,-2.215449130457353,4.022171150532814,27908,27466,87.06
2025-08-21,0.9688344760039176,4.387160028115085,5105,-1.4931450176992442,3.959113865419179,26969,26510,87.27
2025-08-22,0.8925780519723312,4.543176381770325,5349,-1.406498360002322,3.7011157259410368,28032,27436,87.53
2025-08-25,0.8228214066024195,4.317011629927543,4877,-1.4852137886363277,4.332082012890774,26099,25581,87.56
2025-08-26,1.0958918039454952,4.326146146745662,4917,-1.110821776703331,4.018063735314236,25610,24956,87.62
2025-08-27,0.936890243902439,4.319580129981129,4264,-1.5162129831503457,3.911242259620561,21836,21493,87.76
2025-08-28,0.8358184432121586,4.462885226934348,4869,-1.7757669863466576,3.594382130798221,24417,24022,87.57
2025-08-29,0.7664451158106748,4.428862230868202,4965,-1.586987593149624,4.085903864361218,25201,24719,88.18
2025-09-01,1.0195350513606054,4.184924242530951,5549,-1.2664162064526685,3.71419999074509,26624,26218,88.19
2025-09-02,1.0411605937921729,4.214329897274653,5928,-1.33487560821019,3.9222822902487056,29067,28527,88.08
2025-09-03,1.1173131504257332,4.193180222668224,5285,-1.1165948524195464,3.946068849872881,25829,25444,88.03
2025-09-04,1.042371586786328,4.232374311407095,5237,-0.7078892058247122,4.324796708415199,28187,27680,88.12
2025-09-05,1.2101416171767931,4.017532109106701,4378,-0.891149371491159,4.104576030009446,22557,22002,88.24
2025-09-08,1.0786695877315275,4.3053567466246525,5021,-1.344372027163972,3.9138838169044745,26449,25998,88.04
2025-09-09,0.8069076823757262,4.50743844640462,4647,-1.465351671283036,4.308102854716043,26119,25760,88.17
2025-09-10,0.9880741337630944,4.21261009565293,4964,-1.1766492052718296,4.0799756789864965,25251,24818,88.12
2025-09-11,1.0737319587628866,4.282729046591935,4850,-1.0019675053095698,4.308403367479321,24531,24060,88.43
2025-09-12,0.7825156688999351,4.399137583936981,4627,-1.367406031936433,4.057739971012671,23764,23325,88.27
2025-09-15,0.8379538763493621,4.4028818932291225,4076,-1.0291177898498096,4.07011131452125,21968,21542,88.14
2025-09-16,1.1786892655367232,4.273710596178337,4425,-1.0837948901655403,4.056650438561622,23310,22897,88.05
2025-09-17,0.9384442169907882,4.295569879884003,4885,-0.0066143419493348,5.148210367813625,25157,24626,87.85
2025-09-18,0.830915703893881,4.386208339735956,4674,-1.311150489584704,4.238817423539061,25150,24725,88.11
2025-09-19,0.5626606683804627,4.454552584754207,4668,-1.5097712511684924,4.084398806357316,24430,23860,88.16
2025-09-22,0.985966149506347,4.231344087966077,4254,-0.3568003748915303,4.157613024908403,22520,22031,88.28
2025-09-23,1.1866224559798766,4.218725070440381,4373,-0.7270043042830612,4.123850178672068,23652,23204,88.77
2025-09-24,0.8786565123999219,4.427082780419696,5121,-1.527958011714183,4.374198131467201,27173,26572,88.7
2025-09-25,1.202603706972639,4.4245789607070565,4532,-1.255000134421267,4.338391540613056,24212,23799,88.69
2025-09-26,0.8430529977491303,4.443099615062938,4887,-1.1667955858251633,4.2689228962611,24542,24144,88.72
2025-09-29,0.695026778882938,4.475111816588093,3921,-1.7719445357773784,4.620665175936238,20618,20226,88.75
2025-09-30,0.7354025974025975,4.408257816574484,3850,-1.601588901879013,4.5650282499983685,20987,20586,88.79
2025-10-01,1.0195352607403405,4.336039343613531,3701,-1.247011423127146,4.191953534146013,19617,19258,88.72
2025-10-02,0.5859280575539568,4.462850620372848,3475,-1.2653503545169733,4.08571798996361,17971,17536,88.72
